Date,Month,type,Holiday_Name,Average of Temp,Average of total_precip,rain_avg_year,Average of Sun,sun_avg_year,number_of_visitors
1/4/2016,1,Bar/Cocktail,Normal_day,16.38,2.86,4.31,4.57,4.63,9
1/4/2016,1,Cafe/Sweets,Normal_day,16.38,2.86,4.31,4.57,4.63,26.08
1/4/2016,1,Creative cuisine,Normal_day,16.38,2.86,4.31,4.57,4.63,34
1/4/2016,1,Dining bar,Normal_day,16.38,2.86,4.31,4.57,4.63,20.32
1/4/2016,1,Italian/French,Normal_day,16.38,2.86,4.31,4.57,4.63,23.21
1/4/2016,1,Izakaya,Normal_day,16.38,2.86,4.31,4.57,4.63,25.34
1/4/2016,1,Japanese food,Normal_day,16.38,2.86,4.31,4.57,4.63,11.71
1/4/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,16.38,2.86,4.31,4.57,4.63,22
1/4/2016,1,Other,Normal_day,16.38,2.86,4.31,4.57,4.63,8
1/4/2016,1,Western food,Normal_day,16.38,2.86,4.31,4.57,4.63,15
1/4/2016,1,Yakiniku/Korean food,Normal_day,16.38,2.86,4.31,4.57,4.63,22.6
1/5/2016,1,Bar/Cocktail,Normal_day,16.38,2.86,4.31,4.57,4.63,12
1/5/2016,1,Cafe/Sweets,Normal_day,16.38,2.86,4.31,4.57,4.63,19.24
1/5/2016,1,Creative cuisine,Normal_day,16.38,2.86,4.31,4.57,4.63,17
1/5/2016,1,Dining bar,Normal_day,16.38,2.86,4.31,4.57,4.63,16.04
1/5/2016,1,Italian/French,Normal_day,16.38,2.86,4.31,4.57,4.63,17.41
1/5/2016,1,Izakaya,Normal_day,16.38,2.86,4.31,4.57,4.63,18.8
1/5/2016,1,Japanese food,Normal_day,16.38,2.86,4.31,4.57,4.63,15.82
1/5/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,16.38,2.86,4.31,4.57,4.63,19
1/5/2016,1,Other,Normal_day,16.38,2.86,4.31,4.57,4.63,13.1
1/5/2016,1,Western food,Normal_day,16.38,2.86,4.31,4.57,4.63,10.33
1/5/2016,1,Yakiniku/Korean food,Normal_day,16.38,2.86,4.31,4.57,4.63,18
1/6/2016,1,Bar/Cocktail,Normal_day,16.38,2.86,4.31,4.57,4.63,10.44
1/6/2016,1,Cafe/Sweets,Normal_day,16.38,2.86,4.31,4.57,4.63,19.55
1/6/2016,1,Creative cuisine,Normal_day,16.38,2.86,4.31,4.57,4.63,10.67
1/6/2016,1,Dining bar,Normal_day,16.38,2.86,4.31,4.57,4.63,13.07
1/6/2016,1,Italian/French,Normal_day,16.38,2.86,4.31,4.57,4.63,17.9
1/6/2016,1,Izakaya,Normal_day,16.38,2.86,4.31,4.57,4.63,19.07
1/6/2016,1,Japanese food,Normal_day,16.38,2.86,4.31,4.57,4.63,14.41
1/6/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,16.38,2.86,4.31,4.57,4.63,9
1/6/2016,1,Other,Normal_day,16.38,2.86,4.31,4.57,4.63,11.3
1/6/2016,1,Western food,Normal_day,16.38,2.86,4.31,4.57,4.63,22.67
1/6/2016,1,Yakiniku/Korean food,Normal_day,16.38,2.86,4.31,4.57,4.63,22
1/7/2016,1,Bar/Cocktail,Normal_day,16.38,2.86,4.31,4.57,4.63,10.14
1/7/2016,1,Cafe/Sweets,Normal_day,16.38,2.86,4.31,4.57,4.63,19.79
1/7/2016,1,Creative cuisine,Normal_day,16.38,2.86,4.31,4.57,4.63,9.5
1/7/2016,1,Dining bar,Normal_day,16.38,2.86,4.31,4.57,4.63,11.43
1/7/2016,1,Italian/French,Normal_day,16.38,2.86,4.31,4.57,4.63,16.19
1/7/2016,1,Izakaya,Normal_day,16.38,2.86,4.31,4.57,4.63,19.14
1/7/2016,1,Japanese food,Normal_day,16.38,2.86,4.31,4.57,4.63,19.86
1/7/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,16.38,2.86,4.31,4.57,4.63,18.25
1/7/2016,1,Other,Normal_day,16.38,2.86,4.31,4.57,4.63,17.36
1/7/2016,1,Western food,Normal_day,16.38,2.86,4.31,4.57,4.63,27.75
1/7/2016,1,Yakiniku/Korean food,Normal_day,16.38,2.86,4.31,4.57,4.63,17
1/8/2016,1,Bar/Cocktail,Normal_day,16.38,2.86,4.31,4.57,4.63,14.64
1/8/2016,1,Cafe/Sweets,Normal_day,16.38,2.86,4.31,4.57,4.63,18.1
1/8/2016,1,Creative cuisine,Normal_day,16.38,2.86,4.31,4.57,4.63,10.5
1/8/2016,1,Dining bar,Normal_day,16.38,2.86,4.31,4.57,4.63,21.22
1/8/2016,1,Italian/French,Normal_day,16.38,2.86,4.31,4.57,4.63,23.53
1/8/2016,1,Izakaya,Normal_day,16.38,2.86,4.31,4.57,4.63,26.86
1/8/2016,1,Japanese food,Normal_day,16.38,2.86,4.31,4.57,4.63,24.48
1/8/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,16.38,2.86,4.31,4.57,4.63,24
1/8/2016,1,Other,Normal_day,16.38,2.86,4.31,4.57,4.63,20.09
1/8/2016,1,Western food,Normal_day,16.38,2.86,4.31,4.57,4.63,29.6
1/8/2016,1,Yakiniku/Korean food,Normal_day,16.38,2.86,4.31,4.57,4.63,29
1/9/2016,1,Bar/Cocktail,Normal_day,16.38,2.86,4.31,4.57,4.63,20.7
1/9/2016,1,Cafe/Sweets,Normal_day,16.38,2.86,4.31,4.57,4.63,29.42
1/9/2016,1,Creative cuisine,Normal_day,16.38,2.86,4.31,4.57,4.63,25.67
1/9/2016,1,Dining bar,Normal_day,16.38,2.86,4.31,4.57,4.63,24.18
1/9/2016,1,Italian/French,Normal_day,16.38,2.86,4.31,4.57,4.63,21.5
1/9/2016,1,Izakaya,Normal_day,16.38,2.86,4.31,4.57,4.63,29.08
1/9/2016,1,Japanese food,Normal_day,16.38,2.86,4.31,4.57,4.63,20.24
1/9/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,16.38,2.86,4.31,4.57,4.63,28.25
1/9/2016,1,Other,Normal_day,16.38,2.86,4.31,4.57,4.63,20.56
1/9/2016,1,Western food,Normal_day,16.38,2.86,4.31,4.57,4.63,35.8
1/9/2016,1,Yakiniku/Korean food,Normal_day,16.38,2.86,4.31,4.57,4.63,30
1/10/2016,1,Bar/Cocktail,Normal_day,16.38,2.86,4.31,4.57,4.63,19.33
1/10/2016,1,Cafe/Sweets,Normal_day,16.38,2.86,4.31,4.57,4.63,35.2
1/10/2016,1,Creative cuisine,Normal_day,16.38,2.86,4.31,4.57,4.63,16.67
1/10/2016,1,Dining bar,Normal_day,16.38,2.86,4.31,4.57,4.63,24.93
1/10/2016,1,Italian/French,Normal_day,16.38,2.86,4.31,4.57,4.63,23.77
1/10/2016,1,Izakaya,Normal_day,16.38,2.86,4.31,4.57,4.63,27.62
1/10/2016,1,Japanese food,Normal_day,16.38,2.86,4.31,4.57,4.63,22.72
1/10/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,16.38,2.86,4.31,4.57,4.63,28.5
1/10/2016,1,Other,Normal_day,16.38,2.86,4.31,4.57,4.63,21.88
1/10/2016,1,Western food,Normal_day,16.38,2.86,4.31,4.57,4.63,27
1/10/2016,1,Yakiniku/Korean food,Normal_day,16.38,2.86,4.31,4.57,4.63,34
1/11/2016,1,Bar/Cocktail,Coming of Age Day,16.38,2.86,4.31,4.57,4.63,21.52
1/11/2016,1,Cafe/Sweets,Coming of Age Day,16.38,2.86,4.31,4.57,4.63,27.02
1/11/2016,1,Creative cuisine,Coming of Age Day,16.38,2.86,4.31,4.57,4.63,16.33
1/11/2016,1,Dining bar,Coming of Age Day,16.38,2.86,4.31,4.57,4.63,20.89
1/11/2016,1,Italian/French,Coming of Age Day,16.38,2.86,4.31,4.57,4.63,20.67
1/11/2016,1,Izakaya,Coming of Age Day,16.38,2.86,4.31,4.57,4.63,21.45
1/11/2016,1,Japanese food,Coming of Age Day,16.38,2.86,4.31,4.57,4.63,18.44
1/11/2016,1,Okonomiyaki/Monja/Teppanyaki,Coming of Age Day,16.38,2.86,4.31,4.57,4.63,28.67
1/11/2016,1,Other,Coming of Age Day,16.38,2.86,4.31,4.57,4.63,20.67
1/11/2016,1,Western food,Coming of Age Day,16.38,2.86,4.31,4.57,4.63,22.6
1/11/2016,1,Yakiniku/Korean food,Coming of Age Day,16.38,2.86,4.31,4.57,4.63,13.83
1/12/2016,1,Bar/Cocktail,Normal_day,16.38,2.86,4.31,4.57,4.63,11.48
1/12/2016,1,Cafe/Sweets,Normal_day,16.38,2.86,4.31,4.57,4.63,14.66
1/12/2016,1,Creative cuisine,Normal_day,16.38,2.86,4.31,4.57,4.63,8
1/12/2016,1,Dining bar,Normal_day,16.38,2.86,4.31,4.57,4.63,11.77
1/12/2016,1,Italian/French,Normal_day,16.38,2.86,4.31,4.57,4.63,17.55
1/12/2016,1,Izakaya,Normal_day,16.38,2.86,4.31,4.57,4.63,18.59
1/12/2016,1,Japanese food,Normal_day,16.38,2.86,4.31,4.57,4.63,18.21
1/12/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,16.38,2.86,4.31,4.57,4.63,16.67
1/12/2016,1,Other,Normal_day,16.38,2.86,4.31,4.57,4.63,12.71
1/12/2016,1,Western food,Normal_day,16.38,2.86,4.31,4.57,4.63,20.75
1/12/2016,1,Yakiniku/Korean food,Normal_day,16.38,2.86,4.31,4.57,4.63,21.8
1/13/2016,1,Bar/Cocktail,Normal_day,1.09,2.01,3.03,3.99,3.43,12.75
1/13/2016,1,Cafe/Sweets,Normal_day,1.09,2.01,3.03,3.99,3.43,17.52
1/13/2016,1,Creative cuisine,Normal_day,1.09,2.01,3.03,3.99,3.43,10.75
1/13/2016,1,Dining bar,Normal_day,1.09,2.01,3.03,3.99,3.43,16.19
1/13/2016,1,Italian/French,Normal_day,1.09,2.01,3.03,3.99,3.43,23.16
1/13/2016,1,Izakaya,Normal_day,1.09,2.01,3.03,3.99,3.43,19.31
1/13/2016,1,Japanese food,Normal_day,1.09,2.01,3.03,3.99,3.43,20.16
1/13/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,1.09,2.01,3.03,3.99,3.43,17.33
1/13/2016,1,Other,Normal_day,1.09,2.01,3.03,3.99,3.43,15
1/13/2016,1,Western food,Normal_day,1.09,2.01,3.03,3.99,3.43,27.2
1/13/2016,1,Yakiniku/Korean food,Normal_day,1.09,2.01,3.03,3.99,3.43,29
1/14/2016,1,Bar/Cocktail,Normal_day,1.55,2.92,3.02,3.93,3.43,12.33
1/14/2016,1,Cafe/Sweets,Normal_day,1.55,2.92,3.02,3.93,3.43,26.42
1/14/2016,1,Creative cuisine,Normal_day,1.55,2.92,3.02,3.93,3.43,8
1/14/2016,1,Dining bar,Normal_day,1.55,2.92,3.02,3.93,3.43,15.3
1/14/2016,1,Italian/French,Normal_day,1.55,2.92,3.02,3.93,3.43,16.91
1/14/2016,1,Izakaya,Normal_day,1.55,2.92,3.02,3.93,3.43,18.82
1/14/2016,1,Japanese food,Normal_day,1.55,2.92,3.02,3.93,3.43,19.42
1/14/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,1.55,2.92,3.02,3.93,3.43,25.25
1/14/2016,1,Other,Normal_day,1.55,2.92,3.02,3.93,3.43,20.3
1/14/2016,1,Western food,Normal_day,1.55,2.92,3.02,3.93,3.43,28.2
1/14/2016,1,Yakiniku/Korean food,Normal_day,1.55,2.92,3.02,3.93,3.43,16.83
1/15/2016,1,Bar/Cocktail,Normal_day,0.42,1.4,3.02,4.6,3.42,15.62
1/15/2016,1,Cafe/Sweets,Normal_day,0.42,1.4,3.02,4.6,3.42,20.02
1/15/2016,1,Creative cuisine,Normal_day,0.42,1.4,3.02,4.6,3.42,15.25
1/15/2016,1,Dining bar,Normal_day,0.42,1.4,3.02,4.6,3.42,21.18
1/15/2016,1,Italian/French,Normal_day,0.42,1.4,3.02,4.6,3.42,24.94
1/15/2016,1,Izakaya,Normal_day,0.42,1.4,3.02,4.6,3.42,29.89
1/15/2016,1,Japanese food,Normal_day,0.42,1.4,3.02,4.6,3.42,21.76
1/15/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,0.42,1.4,3.02,4.6,3.42,25.5
1/15/2016,1,Other,Normal_day,0.42,1.4,3.02,4.6,3.42,22.4
1/15/2016,1,Western food,Normal_day,0.42,1.4,3.02,4.6,3.42,33.8
1/15/2016,1,Yakiniku/Korean food,Normal_day,0.42,1.4,3.02,4.6,3.42,27.57
1/16/2016,1,Bar/Cocktail,Normal_day,0.67,1.68,3.02,5.43,3.42,19.1
1/16/2016,1,Cafe/Sweets,Normal_day,0.67,1.68,3.02,5.43,3.42,32.57
1/16/2016,1,Creative cuisine,Normal_day,0.67,1.68,3.02,5.43,3.42,20
1/16/2016,1,Dining bar,Normal_day,0.67,1.68,3.02,5.43,3.42,23.21
1/16/2016,1,Italian/French,Normal_day,0.67,1.68,3.02,5.43,3.42,24.42
1/16/2016,1,Izakaya,Normal_day,0.67,1.68,3.02,5.43,3.42,29.75
1/16/2016,1,Japanese food,Normal_day,0.67,1.68,3.02,5.43,3.42,23.52
1/16/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,0.67,1.68,3.02,5.43,3.42,24.25
1/16/2016,1,Other,Normal_day,0.67,1.68,3.02,5.43,3.42,22.6
1/16/2016,1,Western food,Normal_day,0.67,1.68,3.02,5.43,3.42,32.4
1/16/2016,1,Yakiniku/Korean food,Normal_day,0.67,1.68,3.02,5.43,3.42,22
1/17/2016,1,Bar/Cocktail,Normal_day,1.3,7.9,3.03,2.56,3.43,15.63
1/17/2016,1,Cafe/Sweets,Normal_day,1.3,7.9,3.03,2.56,3.43,31.28
1/17/2016,1,Creative cuisine,Normal_day,1.3,7.9,3.03,2.56,3.43,15.25
1/17/2016,1,Dining bar,Normal_day,1.3,7.9,3.03,2.56,3.43,20.28
1/17/2016,1,Italian/French,Normal_day,1.3,7.9,3.03,2.56,3.43,20.12
1/17/2016,1,Izakaya,Normal_day,1.3,7.9,3.03,2.56,3.43,20.72
1/17/2016,1,Japanese food,Normal_day,1.3,7.9,3.03,2.56,3.43,18.86
1/17/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,1.3,7.9,3.03,2.56,3.43,9
1/17/2016,1,Other,Normal_day,1.3,7.9,3.03,2.56,3.43,20.57
1/17/2016,1,Western food,Normal_day,1.3,7.9,3.03,2.56,3.43,32.33
1/17/2016,1,Yakiniku/Korean food,Normal_day,1.3,7.9,3.03,2.56,3.43,16.5
1/18/2016,1,Bar/Cocktail,Normal_day,2.66,19.2,3.03,1.1,3.43,10.23
1/18/2016,1,Cafe/Sweets,Normal_day,2.66,19.2,3.03,1.1,3.43,15.05
1/18/2016,1,Creative cuisine,Normal_day,2.66,19.2,3.03,1.1,3.43,12.5
1/18/2016,1,Dining bar,Normal_day,2.66,19.2,3.03,1.1,3.43,10.76
1/18/2016,1,Italian/French,Normal_day,2.66,19.2,3.03,1.1,3.43,14.65
1/18/2016,1,Izakaya,Normal_day,2.66,19.2,3.03,1.1,3.43,16.21
1/18/2016,1,Japanese food,Normal_day,2.66,19.2,3.03,1.1,3.43,18.17
1/18/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,2.66,19.2,3.03,1.1,3.43,12.75
1/18/2016,1,Other,Normal_day,2.66,19.2,3.03,1.1,3.43,12.75
1/18/2016,1,Western food,Normal_day,2.66,19.2,3.03,1.1,3.43,18
1/18/2016,1,Yakiniku/Korean food,Normal_day,2.66,19.2,3.03,1.1,3.43,15.86
1/19/2016,1,Bar/Cocktail,Normal_day,1.16,5.22,3.03,2.82,3.44,11.63
1/19/2016,1,Cafe/Sweets,Normal_day,1.16,5.22,3.03,2.82,3.44,16.56
1/19/2016,1,Creative cuisine,Normal_day,1.16,5.22,3.03,2.82,3.44,6.67
1/19/2016,1,Dining bar,Normal_day,1.16,5.22,3.03,2.82,3.44,15.09
1/19/2016,1,Italian/French,Normal_day,1.16,5.22,3.03,2.82,3.44,17.03
1/19/2016,1,Izakaya,Normal_day,1.16,5.22,3.03,2.82,3.44,19.15
1/19/2016,1,Japanese food,Normal_day,1.16,5.22,3.03,2.82,3.44,17.83
1/19/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,1.16,5.22,3.03,2.82,3.44,16.5
1/19/2016,1,Other,Normal_day,1.16,5.22,3.03,2.82,3.44,8.5
1/19/2016,1,Western food,Normal_day,1.16,5.22,3.03,2.82,3.44,27.6
1/19/2016,1,Yakiniku/Korean food,Normal_day,1.16,5.22,3.03,2.82,3.44,13
1/20/2016,1,Bar/Cocktail,Normal_day,1.07,3.9,3.02,3.35,3.46,12.04
1/20/2016,1,Cafe/Sweets,Normal_day,1.07,3.9,3.02,3.35,3.46,18.39
1/20/2016,1,Creative cuisine,Normal_day,1.07,3.9,3.02,3.35,3.46,6.5
1/20/2016,1,Dining bar,Normal_day,1.07,3.9,3.02,3.35,3.46,17.29
1/20/2016,1,Italian/French,Normal_day,1.07,3.9,3.02,3.35,3.46,17.9
1/20/2016,1,Izakaya,Normal_day,1.07,3.9,3.02,3.35,3.46,19.61
1/20/2016,1,Japanese food,Normal_day,1.07,3.9,3.02,3.35,3.46,23
1/20/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,1.07,3.9,3.02,3.35,3.46,18.67
1/20/2016,1,Other,Normal_day,1.07,3.9,3.02,3.35,3.46,18
1/20/2016,1,Western food,Normal_day,1.07,3.9,3.02,3.35,3.46,26
1/20/2016,1,Yakiniku/Korean food,Normal_day,1.07,3.9,3.02,3.35,3.46,22
1/21/2016,1,Bar/Cocktail,Normal_day,1.02,2.78,3.01,3.04,3.47,15.44
1/21/2016,1,Cafe/Sweets,Normal_day,1.02,2.78,3.01,3.04,3.47,19.25
1/21/2016,1,Creative cuisine,Normal_day,1.02,2.78,3.01,3.04,3.47,11.75
1/21/2016,1,Dining bar,Normal_day,1.02,2.78,3.01,3.04,3.47,14.65
1/21/2016,1,Italian/French,Normal_day,1.02,2.78,3.01,3.04,3.47,21.7
1/21/2016,1,Izakaya,Normal_day,1.02,2.78,3.01,3.04,3.47,21.47
1/21/2016,1,Japanese food,Normal_day,1.02,2.78,3.01,3.04,3.47,21.71
1/21/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,1.02,2.78,3.01,3.04,3.47,17.33
1/21/2016,1,Other,Normal_day,1.02,2.78,3.01,3.04,3.47,18.64
1/21/2016,1,Western food,Normal_day,1.02,2.78,3.01,3.04,3.47,21.4
1/21/2016,1,Yakiniku/Korean food,Normal_day,1.02,2.78,3.01,3.04,3.47,24.57
1/22/2016,1,Bar/Cocktail,Normal_day,1.39,1.94,3,4.21,3.5,14.59
1/22/2016,1,Cafe/Sweets,Normal_day,1.39,1.94,3,4.21,3.5,19.48
1/22/2016,1,Creative cuisine,Normal_day,1.39,1.94,3,4.21,3.5,13.5
1/22/2016,1,Dining bar,Normal_day,1.39,1.94,3,4.21,3.5,17.94
1/22/2016,1,Italian/French,Normal_day,1.39,1.94,3,4.21,3.5,29.03
1/22/2016,1,Izakaya,Normal_day,1.39,1.94,3,4.21,3.5,29.9
1/22/2016,1,Japanese food,Normal_day,1.39,1.94,3,4.21,3.5,22.28
1/22/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,1.39,1.94,3,4.21,3.5,20.5
1/22/2016,1,Other,Normal_day,1.39,1.94,3,4.21,3.5,21.3
1/22/2016,1,Western food,Normal_day,1.39,1.94,3,4.21,3.5,37.6
1/22/2016,1,Yakiniku/Korean food,Normal_day,1.39,1.94,3,4.21,3.5,31
1/23/2016,1,Bar/Cocktail,Normal_day,0.47,2.27,2.99,1.53,3.53,18.29
1/23/2016,1,Cafe/Sweets,Normal_day,0.47,2.27,2.99,1.53,3.53,26
1/23/2016,1,Creative cuisine,Normal_day,0.47,2.27,2.99,1.53,3.53,17.5
1/23/2016,1,Dining bar,Normal_day,0.47,2.27,2.99,1.53,3.53,28.15
1/23/2016,1,Italian/French,Normal_day,0.47,2.27,2.99,1.53,3.53,26.82
1/23/2016,1,Izakaya,Normal_day,0.47,2.27,2.99,1.53,3.53,26.86
1/23/2016,1,Japanese food,Normal_day,0.47,2.27,2.99,1.53,3.53,27.04
1/23/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,0.47,2.27,2.99,1.53,3.53,16.25
1/23/2016,1,Other,Normal_day,0.47,2.27,2.99,1.53,3.53,22.7
1/23/2016,1,Western food,Normal_day,0.47,2.27,2.99,1.53,3.53,27.6
1/23/2016,1,Yakiniku/Korean food,Normal_day,0.47,2.27,2.99,1.53,3.53,18.29
1/24/2016,1,Bar/Cocktail,Normal_day,-2.81,4.39,2.98,3.58,3.57,13.91
1/24/2016,1,Cafe/Sweets,Normal_day,-2.81,4.39,2.98,3.58,3.57,28.8
1/24/2016,1,Creative cuisine,Normal_day,-2.81,4.39,2.98,3.58,3.57,178.67
1/24/2016,1,Dining bar,Normal_day,-2.81,4.39,2.98,3.58,3.57,17.48
1/24/2016,1,Italian/French,Normal_day,-2.81,4.39,2.98,3.58,3.57,20.86
1/24/2016,1,Izakaya,Normal_day,-2.81,4.39,2.98,3.58,3.57,20.71
1/24/2016,1,Japanese food,Normal_day,-2.81,4.39,2.98,3.58,3.57,13.46
1/24/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,-2.81,4.39,2.98,3.58,3.57,14
1/24/2016,1,Other,Normal_day,-2.81,4.39,2.98,3.58,3.57,27.86
1/24/2016,1,Western food,Normal_day,-2.81,4.39,2.98,3.58,3.57,27.25
1/24/2016,1,Yakiniku/Korean food,Normal_day,-2.81,4.39,2.98,3.58,3.57,20.6
1/25/2016,1,Bar/Cocktail,Normal_day,-2.26,2.36,2.95,4.57,3.61,10.69
1/25/2016,1,Cafe/Sweets,Normal_day,-2.26,2.36,2.95,4.57,3.61,17.54
1/25/2016,1,Creative cuisine,Normal_day,-2.26,2.36,2.95,4.57,3.61,13.67
1/25/2016,1,Dining bar,Normal_day,-2.26,2.36,2.95,4.57,3.61,13.81
1/25/2016,1,Italian/French,Normal_day,-2.26,2.36,2.95,4.57,3.61,15.56
1/25/2016,1,Izakaya,Normal_day,-2.26,2.36,2.95,4.57,3.61,19.42
1/25/2016,1,Japanese food,Normal_day,-2.26,2.36,2.95,4.57,3.61,13.85
1/25/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,-2.26,2.36,2.95,4.57,3.61,15.25
1/25/2016,1,Other,Normal_day,-2.26,2.36,2.95,4.57,3.61,18
1/25/2016,1,Western food,Normal_day,-2.26,2.36,2.95,4.57,3.61,23.6
1/25/2016,1,Yakiniku/Korean food,Normal_day,-2.26,2.36,2.95,4.57,3.61,16.29
1/26/2016,1,Bar/Cocktail,Normal_day,0.86,0.7,2.92,3.89,3.66,12.26
1/26/2016,1,Cafe/Sweets,Normal_day,0.86,0.7,2.92,3.89,3.66,19.06
1/26/2016,1,Creative cuisine,Normal_day,0.86,0.7,2.92,3.89,3.66,5.33
1/26/2016,1,Dining bar,Normal_day,0.86,0.7,2.92,3.89,3.66,16.09
1/26/2016,1,Italian/French,Normal_day,0.86,0.7,2.92,3.89,3.66,17.88
1/26/2016,1,Izakaya,Normal_day,0.86,0.7,2.92,3.89,3.66,20.17
1/26/2016,1,Japanese food,Normal_day,0.86,0.7,2.92,3.89,3.66,17.87
1/26/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,0.86,0.7,2.92,3.89,3.66,27.25
1/26/2016,1,Other,Normal_day,0.86,0.7,2.92,3.89,3.66,18.33
1/26/2016,1,Western food,Normal_day,0.86,0.7,2.92,3.89,3.66,33.5
1/26/2016,1,Yakiniku/Korean food,Normal_day,0.86,0.7,2.92,3.89,3.66,12.71
1/27/2016,1,Bar/Cocktail,Normal_day,2.79,1.62,2.89,4.04,3.7,11.41
1/27/2016,1,Cafe/Sweets,Normal_day,2.79,1.62,2.89,4.04,3.7,20.57
1/27/2016,1,Creative cuisine,Normal_day,2.79,1.62,2.89,4.04,3.7,10.75
1/27/2016,1,Dining bar,Normal_day,2.79,1.62,2.89,4.04,3.7,20.74
1/27/2016,1,Italian/French,Normal_day,2.79,1.62,2.89,4.04,3.7,22.1
1/27/2016,1,Izakaya,Normal_day,2.79,1.62,2.89,4.04,3.7,20.92
1/27/2016,1,Japanese food,Normal_day,2.79,1.62,2.89,4.04,3.7,16.78
1/27/2016,1,Okonomiyaki/Monja/Teppanyaki,Normal_day,2.79,1.62,2.89,4.04,3.7,15.67
1/27/2016,1,Other,Normal_day,2.79,1.62,2.89,4.04,3.7,18.82
1/27/2016,1,Western food,Normal_day,2.79,1.62,2.89,4.04,3.7,25
1/27/2016,1,Yakiniku/Korean food,Normal_day,2.79,1.62,2.89,4.04,3.7,23.14
